UTC:,2022-07-12 00:55:05.858986
1657587306.5596714,21783,1364,1348,1368,21908,22041,22044,22042,22041,22038,22875,22042,22041,22038,22035,21967,
1657587306.5596714,A
1657587306.5606687,21776,1363,1348,1367,21913,22045,22043,22033,22032,22034,22042,22032,22032,22033,22035,21967,
1657587306.5606687,A
1657587306.5616658,21781,1364,1346,1368,21906,22047,22276,22033,22042,22032,22042,22042,22032,22042,22037,21966,
1657587306.5616658,A
1657587306.562663,21777,1363,1348,1370,21914,22044,22045,22043,22045,22055,22037,22039,22038,22036,22035,21964,
1657587306.562663,A
1657587306.5636606,21778,1364,1348,1369,21913,22043,22045,22042,22043,22032,22040,22042,22238,22042,22035,21967,
1657587306.5636606,A
1657587306.564658,21778,1363,1348,1368,21913,22040,22045,22034,22036,22037,22036,22038,22040,22039,22035,21967,
1657587306.564658,A
1657587306.5656552,21775,1364,1348,1368,21908,22042,22041,22039,22524,22033,22033,22036,22035,22037,22039,21962,
1657587306.5656552,A
1657587306.5666528,21776,1363,1348,1369,21913,22045,22042,22043,22041,22041,22035,22601,22043,22040,22039,21966,
1657587306.5666528,A
1657587306.5676498,21774,1363,1348,1368,21911,22045,22043,22041,22041,22039,22038,22036,22039,22040,22039,21969,
1657587306.5676498,A
1657587306.5686471,21779,1364,1346,1368,21913,22044,22043,22291,22042,22041,22042,22040,22037,22039,22032,21964,
1657587306.5686471,A
1657587306.5696445,21775,1363,1346,1367,21912,22045,22042,22039,22039,22039,22159,22039,22034,22041,22036,21965,
1657587306.5696445,A
1657587306.570642,21775,1364,1348,1367,21910,22047,22036,22043,22044,22042,22034,22034,22034,22145,22039,21968,
1657587306.570642,A
1657587306.5716393,21780,1364,1346,1367,21905,22044,22038,22039,22034,22032,22041,22042,22037,22035,22037,21967,
1657587306.5716393,A
1657587306.5726364,21776,1363,1348,1370,21909,22044,22042,22033,22042,22207,22042,22040,22038,22042,22035,21966,
1657587306.5726364,A
1657587306.5736344,21780,1364,1348,1367,21910,22044,22042,22041,22042,22038,22041,22042,22843,22036,22039,21961,
1657587306.5736344,A
1657587306.5746315,21779,1364,1347,1368,21909,22047,22040,22039,22039,22036,22036,22035,22035,22038,22029,22680,
1657587306.5746315,A
1657587306.5756285,21774,1362,1347,1368,21908,22042,22042,22040,22106,22036,22035,22035,22036,22037,22039,21961,
1657587306.5756285,A
1657587306.5766258,21773,1363,1346,1367,21907,22041,22038,22035,22035,22036,22036,22119,22035,22036,22031,21966,
1657587306.5766258,A
1657587306.5776238,21772,1362,1348,1368,21915,22039,22039,22035,22036,22033,22032,22034,22034,22032,22133,21958,
1657587306.5776238,A
1657587306.5786207,21775,1364,1346,1367,21905,22040,22044,22037,22044,22042,22033,22039,22043,22039,22036,21964,
1657587306.5786207,A
1657587306.579618,21774,1364,1348,1368,21912,22047,22044,22042,22045,22039,22431,22043,22042,22039,22036,21961,
1657587306.579618,A
1657587306.5806153,21778,1362,1348,1368,21913,22045,22040,22042,22040,22039,22036,22035,22037,22704,22035,21964,
1657587306.5806153,A
1657587306.5816126,21775,1364,1348,1368,21914,22045,22039,22041,22041,22039,22037,22042,22038,22042,22036,21969,
1657587306.5816126,A
1657587306.5826097,22607,1364,1347,1367,21907,22047,22045,22041,22042,22029,22041,22040,22042,22035,22031,21960,
1657587306.5826097,A
1657587306.583607,21783,1364,1348,1367,21910,22039,22035,22035,22036,22033,22031,22035,22121,22032,22029,21962,
1657587306.583607,A
1657587306.5846045,21780,1364,1347,1369,21907,22047,22039,22034,22044,22040,22039,22042,22042,22042,22038,21966,
1657587306.5846045,A
1657587306.5856018,21780,1364,1346,1368,21914,22045,22044,22042,22038,22043,22040,22040,22039,22040,22034,21965,
1657587306.5856018,A
1657587306.5856018,21774,1362,1346,1368,21910,22043,22045,22042,22043,22032,22039,22200,22040,22039,22035,21964,
1657587306.586599,A
1657587306.586599,21778,1363,1346,1368,21914,22046,22042,22040,22041,22039,22039,22032,22042,22042,22475,21958,
1657587306.586599,A
1657587306.5875962,21780,1364,1348,1368,21908,22039,22035,22035,22034,22033,22042,22043,22042,22042,22038,21965,
1657587306.5875962,A
1657587306.588594,21780,1364,1348,1367,21907,22044,22041,22042,22042,22042,22032,22041,22040,22033,22039,21961,
1657587306.588594,A
1657587306.589591,21781,1363,1347,1368,21911,22041,22039,22039,22039,22035,22036,22038,22035,22142,22029,21962,
1657587306.590589,A
1657587306.590589,21773,1363,1349,1369,21912,22044,22042,22040,22041,22039,22037,22039,22041,22036,22035,21966,
1657587306.590589,A
1657587306.5915859,21778,1364,1348,1368,21912,22041,22042,22039,22042,22039,22036,22039,22039,22042,22037,21968,
1657587306.5915859,A
1657587306.5925832,21779,1364,1349,1367,21913,22045,22041,22038,22042,22039,22038,22039,22021,22040,22035,21967,
1657587306.5925832,A
1657587306.5935802,21776,1364,1348,1368,21920,22042,22041,22042,22041,22038,22042,22033,22035,22042,22036,22728,
1657587306.5935802,A
1657587306.594578,21776,1364,1347,1369,21911,22039,22042,22039,22039,22036,22039,22038,22036,22036,22035,21968,
1657587306.594578,A
1657587306.595575,21775,1363,1347,1367,21910,22040,22038,22036,22042,22038,22039,22036,22039,22041,22032,21963,
1657587306.595575,A
1657587306.5965724,21775,1362,1348,1368,21912,22042,22044,22032,22041,22036,22039,22033,22042,22039,22531,21968,
1657587306.5965724,A
1657587306.5975697,21778,1363,1348,1368,21915,22045,22037,22044,22034,22043,22043,22042,22045,22039,22037,21968,
1657587306.5975697,A
1657587306.5985672,21778,1364,1347,1367,21913,22043,22041,22040,22041,22037,22036,22042,22039,22036,22034,21965,
1657587306.5985672,A
1657587306.5995643,21776,1363,1347,1368,21911,22046,22045,22042,22042,22042,22039,22042,22042,22043,22029,21968,
1657587306.5995643,A
1657587306.6005619,21779,1363,1346,1368,21906,22170,22036,22036,22036,22032,22032,22035,22032,22035,22033,21963,
1657587306.6005619,A
1657587306.601559,22438,1364,1348,1370,21906,22039,22035,22034,22036,22035,22041,22034,22034,22034,22036,21967,
1657587306.601559,A
1657587306.6025565,21778,1364,1347,1368,21906,22048,22045,22034,22035,22040,22036,22035,22036,22035,22033,21961,
1657587306.6025565,A
1657587306.6035538,21782,1364,1348,1369,22692,22048,22041,22035,22042,22040,22041,22039,22041,22036,22035,22248,
1657587306.6035538,A
1657587306.6055486,21775,1363,1348,1367,21914,22047,22045,22043,22045,22043,22042,22043,22044,22043,22034,21962,
1657587306.6055486,A
1657587306.606547,21784,1364,1348,1368,21909,22040,22036,22038,22035,22042,22043,22036,22038,22032,22030,21961,
1657587306.606547,A
1657587306.6075432,21778,1365,1348,1368,21906,22035,22043,22039,22043,22040,22039,22042,22032,22034,22040,21958,
1657587306.6075432,A
1657587306.6085703,21780,1362,1347,1367,21907,22045,22233,22042,22045,22041,22040,22042,22035,22044,22039,21962,
1657587306.6085703,A
1657587306.6095707,21776,1362,1348,1368,21907,22039,22045,22042,22038,22041,22034,22033,22042,22038,22035,21958,
1657587306.6095707,A
1657587306.6105652,21780,1364,1348,1368,21916,22048,22044,22045,22036,22040,22042,22035,22043,22034,22039,21960,
1657587306.6105652,A
1657587306.6115615,21779,1363,1348,1368,21913,22834,22038,22042,22035,22036,22035,22032,22033,22033,22031,21958,
1657587306.6115615,A
1657587306.612562,21983,1364,1346,1368,21907,22045,22034,22042,22039,22040,22032,22037,22035,22042,22041,21969,
1657587306.612562,A
1657587306.613556,21779,1363,1347,1367,21913,22037,22034,22039,22042,22038,22038,22040,22035,22040,22038,21960,
1657587306.613556,A
1657587306.6145551,21776,1364,1347,1370,21980,22038,22042,22043,22044,22041,22041,22038,22037,22040,22033,21969,
1657587306.6145551,A
1657587306.6155512,21776,1364,1347,1369,21912,22045,22043,22146,22035,22042,22039,22037,22038,22039,22035,21961,
1657587306.6155512,A
1657587306.61655,21778,1363,1348,1368,21912,22042,22042,22044,22043,22039,22035,22,22043,22041,22039,22035,22034,22035,22035,2367,
1657587306.61655,A
1657587306.6175458,22583,1363,1345,1367,21907,22038,22036,22035,22035,22038,22033,22035,22034,22033,22034,21961,
1657587306.6175458,A
1657587306.6185427,21772,1363,1348,1367,21913,22039,22036,22035,22035,22031,22033,22034,22056,22041,22037,21958,
1657587306.6185427,A
1657587306.6195395,21779,1363,1348,1368,22618,22042,22038,22034,22032,22040,22032,22033,22032,22042,22028,22048,
1657587306.6195395,A
1657587306.6205406,21781,1364,1348,1370,21905,22045,22035,22033,22032,22031,22039,22033,22031,22035,22031,21958,
1657587306.6205406,A
1657587306.621535,21772,1363,1347,1369,21915,22038,22043,22043,22038,22032,22032,22038,22040,22038,22037,21968,
1657587306.621535,A
1657587306.6225338,21778,1363,1346,1368,21913,22046,22033,22035,22034,22037,22034,22032,22034,22031,22450,21960,
1657587306.6225338,A
1657587306.6235015,21778,1363,1347,1367,21906,22040,22039,22036,22035,22032,22036,22035,22037,22035,22029,21965,
1657587306.6235015,A
1657587306.6235015,21780,1362,1348,1369,21905,22038,22036,22035,22034,22033,22041,22033,22041,22041,22039,21968,
1657587306.6235015,A
1657587306.6245263,21780,1364,1348,1368,21905,22039,22039,22034,22045,22032,22031,22031,22041,22029,22029,21959,
1657587306.6245263,A
1657587306.6255262,21773,1364,1348,1367,21910,22737,22044,22040,22044,22033,22033,22032,22036,22032,22032,21961,
1657587306.6255262,A
1657587306.6265256,22424,1364,1348,1368,21910,22041,22041,22042,22042,22032,22032,22035,22033,22042,22037,21957,
1657587306.6265256,A
1657587306.627518,21778,1364,1347,1368,21915,22043,22040,22041,22042,22039,22036,22037,22035,22037,22033,21961,
1657587306.627518,A
1657587306.6285195,21775,1364,1348,1368,21908,22043,22039,22039,22040,22037,22040,22041,22040,22039,22032,22133,
1657587306.6285195,A
1657587306.629513,21779,1362,1347,1368,21913,22037,22034,22035,22037,22034,22031,22032,22034,22035,22030,21964,
1657587306.629513,A
1657587306.630524,21775,1364,1347,1368,21909,22038,22036,22036,22032,22032,22035,22038,22035,22031,22029,21965,
1657587306.630524,A
1657587306.6315076,21778,1363,1347,1367,21911,22045,22043,22043,22044,22032,22033,22033,22041,22033,22032,21968,
1657587306.6315076,A
1657587306.632505,21777,1362,1348,1367,21913,22045,22731,22042,22042,22041,22041,22032,22035,22034,22029,21962,
1657587306.632505,A
1657587306.6335042,21778,1363,1347,1368,21915,22038,22035,22033,22035,22035,22034,22033,22042,22034,22030,21961,
1657587306.6335042,A
1657587306.6344998,21772,1364,1348,1367,21913,22040,22045,22044,22042,22032,22035,22037,22039,22040,22031,21963,
1657587306.6344998,A
1657587306.6354976,21780,1364,1348,1368,21907,22073,22042,22042,22042,22041,22033,22039,22033,22031,22027,21958,
1657587306.6354976,A
1657587306.6364942,21943,1364,1348,1368,21907,22046,22035,22033,22045,22033,22033,22033,22033,22042,22039,21958,
1657587306.6364942,A
1657587306.6374915,21775,1364,1347,1368,21910,22042,22041,22041,22036,22039,22039,22041,22035,22039,22034,21965,
1657587306.6374915,A
1657587306.638491,21774,1363,1347,1368,22650,22045,22044,22042,22036,22037,22039,22041,22039,22041,22034,21966,
1657587306.638491,A
1657587306.6394863,21778,1364,1348,1368,21914,22045,22042,22735,22044,22040,22037,22041,22043,22038,22035,21967,
1657587306.6394863,A
1657587306.6404881,21777,1363,1348,1368,21912,22041,22042,22039,22041,22039,22030,22042,22042,22032,22038,21958,
1657587306.6404881,A
1657587306.6414847,21772,1363,1348,1370,21907,22040,22038,22034,22035,22031,22041,22042,22042,22037,22038,21961,
1657587306.6414847,A
1657587306.6424797,21771,1364,1347,1368,21907,22038,22182,22038,22035,22032,22033,22034,22039,22039,22035,21969,
1657587306.6424797,A
1657587306.6434765,21780,1362,1348,1368,21912,22037,22043,22043,22043,22090,22042,22041,22035,22035,22034,21962,
1657587306.6434765,A
1657587306.6444771,21781,1363,1348,1368,21913,22044,22042,22036,22039,22039,22037,22041,22037,22035,22034,21965,
1657587306.6444771,A
1657587306.6444771,21776,1364,1348,1368,21913,22529,22042,22043,22042,22040,22032,22042,22035,22035,22029,21960,
1657587306.6454706,A
1657587306.6454706,21776,1364,1348,1369,21915,22036,22042,22041,22853,22042,22040,22039,22039,22042,22036,21968,
1657587306.6454706,A
1657587306.64647,21778,1362,1348,1367,21913,22044,22041,22039,22038,22039,22041,22042,22040,22041,22039,21958,
1657587306.64647,A
1657587306.6474645,21776,1362,1345,1368,22184,22044,22043,22039,22042,22040,22041,22045,22045,22037,22041,21967,
1657587306.6474645,A
1657587306.6484618,21781,1364,1347,1369,21907,22038,22042,22103,22040,22038,22037,22041,22032,22039,22038,21970,
1657587306.6484618,A
1657587306.64946,21769,1363,1346,1367,21912,22042,22041,22043,22042,22039,22257,22039,22038,22036,22033,21964,
1657587306.64946,A
1657587306.6504576,21778,1364,1346,1367,21910,22042,22041,22039,22034,22040,22041,22042,22041,22037,22035,21967,
1657587306.6504576,A
1657587306.6514542,21776,1363,1347,1367,21914,22043,22537,22045,22041,22038,22041,22042,22032,22032,22039,21966,
1657587306.6514542,A
1657587306.652455,21780,1364,1347,1369,21913,22044,22041,22038,22042,22403,22039,22037,22039,22037,22036,21966,
1657587306.652455,A
1657587306.6534493,21776,1363,1347,1368,21910,22040,22037,22041,22035,22032,22035,22034,22032,22035,22035,21960,
1657587306.6534493,A
1657587306.6544657,21780,1362,1347,1370,21909,22296,22042,22034,22039,22038,22041,22041,22036,22040,22036,21965,
1657587306.6544657,A
1657587306.655416,21782,1364,1346,1369,21911,22043,22044,22040,22148,22036,22033,22040,22040,22039,22032,21963,
1657587306.655416,A
1657587306.6564415,21775,1363,1348,1370,21909,22044,22042,22041,22041,22038,22032,22211,22033,22033,22029,21958,
1657587306.6564415,A
1657587306.6574109,21779,1363,1348,1368,21909,22045,22041,22035,22041,22040,22041,22032,22033,22033,22036,21968,
1657587306.6574109,A
1657587306.6584363,21778,1364,1346,1368,21914,22043,22044,22502,22035,22032,22034,22035,22041,22039,22039,21968,
1657587306.6584363,A
1657587306.659433,21781,1364,1349,1367,21912,22042,22039,22039,22039,22039,22848,22044,22041,22042,22035,21965,
1657587306.659433,A
1657587306.6604338,21772,1362,1348,1369,21911,22042,22042,22042,22041,22041,22040,22041,22041,22708,22034,21965,
1657587306.6604338,A
1657587306.6614275,21776,1364,1348,1367,21913,22040,22107,22042,22042,22030,22032,22034,22042,22041,22036,21964,
1657587306.6614275,A
1657587306.6624253,21772,1362,1347,1368,21913,22046,22045,22035,22035,22139,22033,22033,22035,22033,22029,21960,
1657587306.6624253,A
1657587306.663422,21778,1364,1346,1367,21913,22042,22038,22041,22036,22039,22037,22038,22097,22036,22035,21958,
1657587306.663422,A
1657587306.6644194,21772,1364,1346,1367,21915,22040,22045,22034,22036,22031,22034,22042,22040,22034,22033,21961,
1657587306.6644194,A
1657587306.6644194,21774,1362,1348,1368,21913,22042,22039,22040,22209,22037,22037,22039,22040,22042,22036,21968,
1657587306.6644194,A
1657587306.6654198,21778,1362,1347,1368,21914,22046,22045,22040,22041,22035,22038,22777,22039,22040,22037,21968,
1657587306.6654198,A
1657587306.666414,21777,1363,1348,1369,21909,22042,22042,22039,22041,22038,22039,22038,22039,22039,22866,21970,
1657587306.666414,A
1657587306.667411,21777,1362,1348,1368,21912,22045,22042,22035,22044,22038,22040,22042,22037,22041,22035,21963,
1657587306.667411,A
1657587306.6684086,21773,1364,1348,1368,21907,22039,22039,22037,22036,22039,22151,22035,22037,22035,22031,21960,
1657587306.6684086,A
1657587306.6694062,21778,1364,1347,1368,21909,22040,22038,22033,22033,22033,22042,22034,22033,22032,22029,21960,
1657587306.6694062,A
1657587306.6704059,21781,1363,1348,1368,21905,22043,22037,22042,22034,22035,22038,22042,22038,22041,22037,21968,
1657587306.6704059,A
1657587306.6714005,21780,1363,1346,1368,21910,22043,22042,22041,22042,22200,22032,22033,22035,22041,22030,21958,
1657587306.6714005,A
1657587306.672398,21781,1364,1345,1367,21906,22037,22044,22043,22041,22032,22037,22041,22801,22044,22029,21966,
1657587306.672398,A
1657587306.6733992,21774,1363,1345,1367,21904,22043,22036,22038,22032,22040,22039,22032,22033,22040,22035,22659,
1657587306.6733992,A
1657587306.6743932,21778,1362,1348,1367,21913,22044,22036,22042,22032,22030,22032,22035,22035,22033,22029,21960,
1657587306.6743932,A
1657587306.6753907,21781,1364,1347,1370,21907,22045,22036,22032,22033,22030,22032,22083,22035,22039,22030,21963,
1657587306.6753907,A
1657587306.6763914,21778,1364,1347,1367,21909,22039,22044,22044,22036,22042,22034,22041,22041,22039,22043,21965,
1657587306.6763914,A
1657587306.6773863,21779,1363,1349,1369,21907,22039,22037,22035,22035,22032,22033,22045,22042,22040,22036,21965,
1657587306.6773863,A
1657587306.6783867,21777,1364,1347,1367,21912,22040,22042,22042,22038,22036,22024,22037,22039,22039,22035,21965,
1657587306.6783867,A
1657587306.679379,21775,1363,1347,1368,21914,22042,22039,22038,22039,22040,22037,22036,22032,22724,22035,21965,
1657587306.679379,A
1657587306.6803768,21775,1364,1347,1367,21905,22046,22040,22032,22033,22041,22032,22034,22035,22040,22034,21968,
1657587306.6803768,A
1657587306.6813745,22463,1364,1347,1370,21915,22038,22039,22044,22043,22036,22040,22033,22033,22035,22039,21958,
1657587306.6813745,A
1657587306.6823711,21781,1364,1347,1368,21912,22042,22036,22042,22042,22039,22037,22038,22334,22040,22036,21968,
1657587306.6823711,A
1657587306.6833694,21778,1363,1347,1367,21911,22045,22042,22039,22038,22036,22039,22039,22039,22037,22033,22084,
1657587306.6833694,A
1657587306.684378,21779,1364,1348,1367,21909,22042,22038,22037,22040,22034,22035,22038,22042,22039,22031,21962,
1657587306.684378,A
1657587306.6853635,21775,1362,1347,1369,21910,22042,22040,22035,22039,22035,22036,22037,22039,22037,22034,21959,
1657587306.6853635,A
1657587306.6863642,21778,1364,1348,1367,21913,22041,22039,22039,22041,22038,22038,22039,22041,22040,22701,21963,
1657587306.6863642,A
1657587306.6873577,21779,1364,1347,1368,21908,22037,22035,22037,22042,22042,22040,22039,22041,22038,22032,21965,
1657587306.6873577,A
1657587306.6883554,21778,1364,1348,1368,21912,22042,22034,22034,22042,22032,22035,22042,22042,22041,22034,21963,
1657587306.6883554,A
1657587306.6893554,21778,1364,1348,1368,21909,22040,22042,22036,22040,22039,22032,22038,22039,22174,22032,21963,
1657587306.6893554,A
1657587306.6903226,21773,1364,1348,1368,21911,22042,22040,22042,22039,22039,22038,22039,22041,22039,22037,21966,
1657587306.6903226,A
1657587306.6913474,21820,1363,1348,1367,21914,22036,22039,22045,22042,22041,22033,22032,22042,22033,22036,21967,
1657587306.6913474,A
1657587306.6923482,21779,1364,1347,1368,21907,22036,22036,22042,22034,22035,22035,22034,22041,22033,22028,21960,
1657587306.6923482,A
1657587306.6923482,21778,1364,1346,1367,22118,22045,22044,22033,22045,22031,22032,22043,22042,22041,22037,22454,
1657587306.6923482,A
1657587306.6933417,21781,1364,1347,1369,21904,22044,22042,22040,22041,22039,22042,22041,22042,22040,22038,21966,
1657587306.6933417,A
1657587306.694341,21778,1364,1347,1369,21913,22036,22037,22034,22034,22032,22035,22042,22035,22035,22030,21963,
1657587306.694341,A
1657587306.6953368,21776,1364,1347,1367,21915,22047,22037,22035,22036,22033,22033,22035,22035,22035,22135,21960,
1657587306.6953368,A
1657587306.696334,21779,1363,1348,1368,21907,22035,22822,22035,22043,22031,22035,22036,22037,22034,22033,21965,
1657587306.696334,A
1657587306.6973336,21775,1362,1347,1367,21907,22046,22036,22037,22037,22033,22036,22035,22035,22034,22030,21961,
1657587306.6973336,A
1657587306.6983287,21774,1363,1347,1367,21907,22038,22037,22035,22035,22032,22033,22039,22041,22037,22029,21967,
1657587306.6983287,A
1657587306.699326,21775,1364,1347,1367,21905,22174,22037,22035,22037,22033,22037,22037,22033,22035,22035,21958,
1657587306.699326,A
1657587306.7003415,21945,1364,1348,1368,21906,22039,22036,22034,22035,22035,22032,22036,22035,22035,22032,21962,
1657587306.7003415,A
1657587306.7013218,21772,1362,1348,1367,21912,22042,22036,22040,22035,22036,22035,22038,22042,22039,22036,21967,
1657587306.7013218,A
1657587306.7023203,21777,1364,1348,1369,22713,22040,22038,22042,22039,22032,22030,22032,22032,22032,22035,21967,
1657587306.7023203,A
1657587306.7033155,21778,1364,1349,1367,21907,22039,22036,22866,22042,22040,22033,22033,22034,22039,22038,21962,
1657587306.7033155,A
1657587306.704313,21772,1363,1348,1367,21904,22038,22044,22034,22035,22031,22042,22042,22033,22033,22032,21961,
1657587306.704313,A
1657587306.705312,21779,1364,1347,1367,21904,22038,22045,22032,22035,22035,22035,22039,22036,22033,22035,21960,
1657587306.705312,A
1657587306.7063076,21778,1364,1346,1368,21909,22039,22093,22036,22039,22035,22035,22040,22035,22035,22031,21960,
1657587306.7063076,A
1657587306.7073054,21781,1364,1347,1367,21912,22044,22039,22037,22042,22040,22042,22034,22033,22033,22030,21966,
1657587306.7073054,A
1657587306.7083056,21775,1363,1348,1368,21913,22045,22044,22040,22039,22038,22038,22037,22039,22039,22034,21966,
1657587306.7083056,A
1657587306.7093003,21775,1364,1347,1367,21909,22640,22039,22035,22036,22041,22032,22034,22033,22033,22031,21957,
1657587306.7093003,A
1657587306.7102993,21766,1363,1348,1370,21908,22038,22035,22035,22798,22034,22041,22035,22034,22031,22029,21961,
1657587306.7102993,A
1657587306.7112668,21775,1363,1346,1369,21911,22043,22041,22040,22039,22041,22035,22035,22035,22035,22035,21965,
1657587306.7112668,A
1657587306.716335,21780,1364,1348,1368,21977,22039,22038,22035,22033,22032,22040,22039,22033,22033,22032,21969,
1657587306.716335,A
1657587306.7222512,21772,1363,1348,1368,21904,22045,22043,22042,22035,22032,22035,22033,22039,22036,22032,21961,
1657587306.7222512,A
1657587306.733154,21771,1364,1347,1368,21913,22045,22035,22035,22034,22041,22039,22043,22042,22040,22029,21969,
1657587306.733154,A
1657587306.7388923,21778,1363,1347,1368,21913,22045,22043,22041,22039,22040,22042,22042,22044,22035,22039,21969,
1657587306.7388923,A
1657587306.7497633,21783,1364,1348,1368,21913,22042,22758,22044,22042,22031,22042,22041,22041,22039,22029,21958,
1657587306.7497633,A
1657587306.7560313,21780,1365,1347,1368,21911,22044,22042,22041,22042,22731,22032,22042,22039,22042,22027,21958,
1657587306.7560313,A
1657587306.766523,21780,1364,1348,1368,21907,22042,22043,22042,22042,22040,22042,22039,22042,22041,22037,21965,
1657587306.766523,A
1657587306.772302,21782,1363,1347,1368,21907,22774,22039,22043,22040,22032,22034,22035,22035,22035,22031,21960,
1657587306.772302,A
1657587306.7834067,21779,1362,1347,1368,21906,22039,22041,22035,22086,22035,22034,22035,22034,22035,22029,21965,
1657587306.7834067,A
1657587306.7891297,21780,1364,1347,1368,21913,22046,22044,22044,22042,22040,22032,22052,22036,22034,22030,21962,
1657587306.7935286,A
1657587306.7994149,21774,1363,1348,1369,21909,22035,22037,22032,22032,22030,22031,22038,22041,22034,22029,21966,
1657587306.7994149,A
1657587306.8104582,21774,1364,1347,1367,21908,22041,22038,22779,22040,22033,22037,22041,22035,22039,22036,21966,
1657587306.8104582,A
1657587306.8163633,21778,1363,1346,1367,21907,22038,22035,22039,22035,22034,22727,22037,22036,22035,22032,21964,
1657587306.8163633,A
1657587306.8278332,21772,1363,1348,1367,21906,22038,22035,22035,22042,22030,22040,22042,22033,22033,22036,21966,
1657587306.8278332,A
1657587306.832779,21776,1364,1347,1368,21907,22040,22184,22035,22033,22038,22032,22031,22032,22032,22028,21958,
1657587306.832779,A
1657587306.8442712,21777,1363,1347,1368,21912,22038,22035,22036,22039,22132,22037,22034,22032,22032,22033,21961,
1657587306.8442712,A
1657587306.8499067,21780,1364,1347,1368,21907,22040,22039,22035,22035,22035,22033,22036,22247,22034,22028,21958,
1657587306.8499067,A
1657587306.8611593,21772,1361,1348,1367,21906,22042,22034,22035,22034,22039,22039,22041,22038,22039,22037,21959,
1657587306.8611593,A
1657587306.8667064,21774,1364,1348,1368,21907,22045,22035,22032,22520,22033,22035,22035,22034,22035,22031,21962,
1657587306.8667064,A
1657587306.877323,21781,1364,1348,1368,21913,22043,22045,22040,22041,22031,22042,22826,22044,22031,22026,21969,
1657587306.877323,A
1657587306.883429,21778,1363,1347,1368,21908,22042,22040,22035,22034,22035,22036,22037,22035,22035,22033,21963,
1657587306.883429,A
1657587306.894505,21774,1364,1346,1369,21910,22041,22041,22184,22041,22037,22033,22035,22036,22032,22029,21958,
1657587306.894505,A
1657587306.9006057,21771,1362,1347,1368,21909,22038,22035,22033,22035,22034,22089,22035,22034,22037,22032,21962,
1657587306.9006057,A
1657587306.9107242,21774,1363,1347,1368,21907,22039,22037,22035,22036,22031,22036,22034,22037,22190,22037,21961,
1657587306.9107242,A
1657587306.916824,21779,1363,1346,1368,21909,22039,22042,22035,22037,22032,22035,22036,22036,22035,22035,21960,
1657587306.916824,A
1657587306.927843,21778,1362,1348,1369,21906,22044,22039,22037,22037,22226,22039,22033,22042,22039,22036,21963,
1657587306.927843,A
1657587306.938656,21774,1364,1347,1369,21908,22040,22041,22038,22037,22035,22036,22039,22825,22039,22032,21959,
1657587306.938656,A
1657587306.9446306,21775,1364,1348,1368,21908,22039,22036,22036,22038,22037,22037,22039,22038,22039,22035,21968,
1657587306.9446306,A
1657587306.9556897,21776,1363,1347,1368,21911,22042,22041,22039,22165,22037,22039,22040,22037,22036,22034,21962,
1657587306.9556897,A
1657587306.9611385,21776,1364,1348,1368,21910,22043,22041,22039,22040,22032,22035,22142,22041,22039,22036,21966,
1657587306.96163,A
1657587306.9717371,21775,1362,1348,1369,21913,22043,22039,22036,22038,22039,22043,22040,22041,22039,22183,21966,
1657587306.9717371,A
1657587306.9777215,21778,1362,1346,1368,21914,22043,22041,22045,22041,22039,22033,22036,22033,22040,22028,21958,
1657587306.9777215,A
1657587306.9887197,21775,1363,1348,1369,21909,22039,22038,22036,22035,22036,22458,22044,22037,22036,22033,21963,
1657587306.9887197,A
1657587306.9946756,21775,1364,1346,1368,21911,22040,22036,22037,22039,22034,22033,22034,22036,22707,22032,21960,
1657587306.9946756,A
1657587307.005646,21772,1363,1347,1368,21907,22039,22042,22036,22037,22037,22038,22041,22042,22034,22037,21960,
1657587307.005646,A
1657587307.0106342,22512,1364,1347,1368,21912,22045,22044,22039,22035,22032,22035,22035,22039,22038,22033,21964,
1657587307.0106342,A
1657587307.021632,21772,1364,1346,1368,21907,22038,22041,22039,22039,22034,22036,22035,22103,22036,22034,21959,
1657587307.021632,A
1657587307.0275877,21775,1364,1347,1367,21908,22039,22039,22037,22038,22035,22040,22035,22035,22034,22031,22042,
1657587307.0275877,A
1657587307.0385973,21771,1363,1348,1368,21907,22038,22039,22036,22037,22035,22034,22035,22039,22033,22031,21964,
1657587307.0385973,A
1657587307.0445433,21775,1364,1348,1370,21905,22045,22037,22039,22039,22036,22038,22203,22035,22034,22037,21959,
1657587307.0445433,A
1657587307.0555127,21774,1363,1346,1368,21906,22038,22047,22033,22044,22041,22032,22043,22032,22040,22769,21963,
1657587307.0555127,A
1657587307.0614965,21778,1363,1347,1367,21913,22039,22040,22035,22039,22037,22036,22039,22041,22041,22038,21960,
1657587307.065487,A
1657587307.0714707,21771,1364,1349,1368,21906,22038,22039,22037,22034,22034,22028,22034,22035,22033,22031,21961,
1657587307.0714707,A
1657587307.083157,21768,1363,1345,1367,21905,22039,22036,22035,22034,22032,22037,22035,22033,22091,22033,21960,
1657587307.083157,A
1657587307.0889316,21775,1364,1347,1368,21909,22039,22037,22036,22039,22034,22037,22036,22035,22032,22026,21966,
1657587307.0894692,A
1657587307.0997388,21775,1361,1348,1368,21912,22047,22039,22041,22040,22036,22036,22036,22038,22034,22034,21966,
1657587307.0997388,A
1657587307.105551,21775,1362,1348,1368,21913,22042,22044,22044,22041,22037,22041,22042,22208,22038,22037,21967,
1657587307.105551,A
